Carimbo de data/hora,Nome do pesquisador,Local da pesquisa,Qual a sua idade?,Qual o gênero com o qual você se identifica?,Você se autodeclara em relação a raça/cor?,Em qual bairro você mora? Caso não esteja listado responder na próxima pergunta.,Bairro (Outro):,Qual sua atividade principal,Você possui alguma atividade secundária?,Existe um local seguro para guardar bicicleta no meu local de estudo,Por qual motivo você não usa bicicleta para ir para escola/faculdade/curso?,"Você utiliza bicicleta nos seus deslocamentos, mesmo que de forma secundária ou poucas vezes no mês?",Com que frequência você pedala,Você tem medo de acidentes quando pedala em Fortaleza?,O que precisa melhorar para que você pedale de forma mais confortável e segura em Fortaleza? (pode marcar várias),Seus destinos de trabalho/estudo/lazer ou outros são próximos de você? (Até 15min),Porque você escolhe andar de bicicleta? (Pode marcar várias),Você concorda com as seguintes afirmações? [Existem ciclovias ou ciclofaixas no meu bairro que são confortáveis de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Existem ruas calmas no meu bairro que são confortáveis de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Há uma alta taxa de criminalidade no meu bairro que me impede/prejudica a andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Há muito trânsito ou congestionamento no meu caminho para trabalho/estudo/outros que me impediria de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [As ruas no meu caminho diário são mal conservadas]_ciclista,Você concorda com as seguintes afirmações? [Meus colegas de trabalho/estudo utilizam bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Quando criança aprendi ou fui incentivado a andar de bicleta]_ciclista,Porque você não anda mais de bicicleta? (Pode marcar várias),Você concorda com as seguintes afirmações? [Existem ciclovias ou ciclofaixas no meu bairro que são confortáveis de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Existem ruas calmas no meu bairro que são confortáveis de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Há uma alta taxa de criminalidade no meu bairro que me impede/prejudica a andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Há muito trânsito ou congestionamento no meu caminho para trabalho/estudo/outros que me impediria de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [As ruas no meu caminho diário são mal conservadas]_nciclista,Você concorda com as seguintes afirmações? [Meus colegas de trabalho/estudo utilizam bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Possuo bicicleta em casa],Você concorda com as seguintes afirmações? [Tenho acesso a bicicleta de outra pessoa ou de bicicletas públicas],Você concorda com as seguintes afirmações? [Meus destinos de trabalho/estudo/outros são proximos da minha casa (15min)],Você concorda com as seguintes afirmações? [Tenho medo de sofrer um acidente de trânsito],Você concorda com as seguintes afirmações? [Quando criança aprendi ou fui incentivado a andar de bicleta]_nciclista,Qual meio de transporte você mais utiliza no dia a dia para suas atividades diárias? (Modo principal),"Você utiliza algum outro meio de transporte secundário? (se não, deixar em branco)",Você gostaria de mudar seu meio de transporte principal? Para qual modo?,Utilizo mais de um ônibus para realizar minha atividade principal trabalho/estudo/outros.,Um dos ônibus que eu pego nas minhas viagens diárias faz uma viagem de curta distância (15min).,Existem locais para guardar minha bicicleta ao longo do meu caminho para minha atividade diária trabalho/estudo/outros.,O que lhe impede de usar bicicleta integrando com o ônibus (usar bicicleta e ônibus) nos seus deslocamentos diários? (Pode marcar várias),Um caminho ou trecho totalmente separado da rua e dos veículos,"Uma rua residencial tranquila, sem ciclofaixa","Uma rua residencial tranquila, com ciclofaixa","Uma rua comercial de bairro, sem ciclofaixa ou ciclovia","Uma rua comercial de bairro, com ciclofaixa ou ciclovia","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, sem ciclofaixa ou ciclovia","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, com ciclofaixa","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, com ciclovia","Uma rodovia, com 4 faixas por sentido e velocidades altas, sem ciclofaixa ou ciclovia.","Uma rodovia, com 4 faixas por sentido e velocidades altas, com ciclofaixa.","Uma rodovia, com 4 faixas por sentido e velocidades altas, com ciclovia.",Você gostaria de pedalar mais do que atualmente?,Você pedalou nos últimos 30 dias?,"Qual é a renda total do seu domicílio? Ou seja, a soma dos rendimentos de todos que moram na sua casa.",Você aprendeu ou foi estimulado a aprender a andar de bicicleta na infância?,SR,Tipo de ciclistas,Ciclista,no_sense
2024-08-15T09:40:45.358Z,Sabrina Farias,Feira do Tancredo Neves,36-40,Masculino,Pardo (a),Jardim Das Oliveiras,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,"Não tenho bicicleta, Tenho medo de sofrer um acidente andando de bicicleta",Discordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Uber carro,,Não gostaria,,,,,4,1 - Muito desconfortável,3,1 - Muito desconfortável,4,1 - Muito desconfortável,4,4,1 - Muito desconfortável,4,5 - Muito confortável,5 - Concordo fortemente,Não,Entre 1 e 2 salários mínimos,,,Entusiasmado e confiante,Não ciclista,TRUE
2024-08-15T09:45:43.099Z,Sabrina Farias,Feira do Tancredo Neves,61-70,Masculino,Pardo (a),Dias Macêdo,,Aposentado (a),,,,Utilizo sempre,Mais de 2 vezes por semana,"3 - Nem seguro, nem inseguro","Mais ciclovias e ciclofaixas, Menos buracos nas ruas",Sim,Gosto de andar de bicicleta (é prazeroso),Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,,,,,,,,,,,,,Bicicleta,,Não gostaria,,,,,5 - Muito confortável,4,5 - Muito confortável,3,5 - Muito confortável,3,4,5 - Muito confortável,2,4,5 - Muito confortável,4 - Concordo,Sim,Entre 1 e 2 salários mínimos,,,Entusiasmado e confiante,Ciclista,FALSE
2024-08-15T09:50:16.876Z,Sabrina Farias,Feira do Tancredo Neves,41-45,Feminino,Pardo (a),Jardim Iracema,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Tenho medo de ser assaltado,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Não gostaria,Sim,Discordo fortemente,Não,Tenho medo de sofrer um acidente andando de bicicleta,,4,5 - Muito confortável,1 - Muito desconfortável,2,1 - Muito desconfortável,3,5 - Muito confortável,2,3,5 - Muito confortável,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 1,,Não ciclista,TRUE
2024-08-15T11:53:08.750Z,Sabrina Farias,Rodoviária,31-35,Feminino,Pardo (a),Rodolfo Teófilo,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Tenho medo de sofrer um acidente andando de bicicleta,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Dirigindo carro,,Não gostaria,,,,,5 - Muito confortável,4,5 - Muito confortável,2,3,1 - Muito desconfortável,4,5 - Muito confortável,1 - Muito desconfortável,2,4,4 - Concordo,Não,Entre 2 e 3 salários mínimos,,SR 3,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T11:56:08.108Z,Daniel,Rodoviária,26-30,Masculino,Preto (a),Aracapé,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Discordo,Concordo parcialmente,Concordo,Discordo,Discordo,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo parcialmente,Uber carro,Ônibus Municipal ou Vans,Carro,,,,,5 - Muito confortável,3,3,2,2,1 - Muito desconfortável,3,1 - Muito desconfortável,1 - Muito desconfortável,3,4,3 - Não sei dizer,Não,Entre 1 e 2 salários mínimos,,SR 10,De jeito nenhum,Não ciclista,FALSE
2024-08-15T12:03:14.828Z,Daniel,Rodoviária,31-35,Masculino,Amarelo (a),Aracapé,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Mais de 2 vezes por semana,2 - Tenho medo,Mais ciclovias e ciclofaixas,Não,"Qualidade do ônibus é muito ruim, Faço exercícios enquanto ando de bicicleta.",Concordo,Concordo,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,,,,,,,,,,,,,Bicicleta,Dirigindo carro,Carro,,,,,5 - Muito confortável,3,2,2,3,1 - Muito desconfortável,3,3,,3,3,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 10,"Interessado, mas preocupado",Ciclista,TRUE
2024-08-15T12:05:54.144001Z,Daniel,Rodoviária,41-45,Feminino,Branco (a),Farias Brito,,Trabalho fixo,,,,Utilizo raramente,,,,,,,,,,,,,"Não tenho bicicleta, Tenho medo de ser assaltado",Concordo,Concordo parcialmente,Concordo parcialmente,Concordo,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo,Carona de motocicleta,Ônibus Municipal ou Vans,Carro,,,,,5 - Muito confortável,2,2,1 - Muito desconfortável,4,1 - Muito desconfortável,4,3,1 - Muito desconfortável,1 - Muito desconfortável,2,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 3,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T12:07:33.592999Z,Sabrina Farias,Rodoviária,36-40,Masculino,Pardo (a),Engenheiro Luciano Cavalcante,,Trabalho fixo,,,,Utilizo raramente,,,,,,,,,,,,,Tenho medo de ser assaltado,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Uber carro,Sim,Discordo fortemente,Sim,Tenho medo de ser assaltado andando de bicicleta,3,2,4,1 - Muito desconfortável,3,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,3,5 - Muito confortável,4 - Concordo,Não,Entre 2 e 3 salários mínimos,,,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T12:09:11.329Z,Daniel,Rodoviária,36-40,Masculino,Branco (a),Dias Macêdo,,Trabalho intermitente,,,,Não utilizo,,,,,,,,,,,,,"Não tenho bicicleta, É muito quente em Fortaleza para andar de bicicleta, Desrespeito dos motoristas e motociclistas com o ciclista",Concordo parcialmente,Concordo parcialmente,Concordo,Concordo,Discordo,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo,Concordo,Ônibus Municipal ou Vans,Uber carro,Carro,Não,Discordo,Sim,Distância da viagem,5 - Muito confortável,3,3,3,3,1 - Muito desconfortável,2,3,1 - Muito desconfortável,3,5 - Muito confortável,3 - Não sei dizer,Não,Entre 2 e 3 salários mínimos,,,De jeito nenhum,Não ciclista,FALSE
2024-08-15T12:13:10.688Z,Sabrina Farias,Rodoviária,51-55,Masculino,Pardo (a),Farias Brito,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não gosto de andar de bicicleta,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo parcialmente,Dirigindo carro,,Não gostaria,,,,,4,2,4,1 - Muito desconfortável,3,1 - Muito desconfortável,4,3,1 - Muito desconfortável,1 - Muito desconfortável,3,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,SR 3,De jeito nenhum,Não ciclista,FALSE
2024-08-15T12:21:59.488Z,Sabrina Farias,Rodoviária,36-40,Masculino,Pardo (a),Genibaú,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Tenho medo de sofrer um acidente andando de bicicleta,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Não gostaria,Sim,Discordo fortemente,Não sei,Tenho medo de sofrer um acidente andando de bicicleta,3,1 - Muito desconfortável,3,1 - Muito desconfortável,3,1 - Muito desconfortável,3,4,1 - Muito desconfortável,3,4,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,SR 11,De jeito nenhum,Não ciclista,TRUE
2024-08-15T12:28:13.409Z,Daniel,Rodoviária,36-40,Masculino,Pardo (a),Vila União,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Discordo,Concordo parcialmente,Concordo,Concordo,Concordo,Concordo parcialmente,Discordo totalmente,Discordo,Concordo,Concordo,Concordo,Carona de carro,Ônibus Municipal ou Vans,Carro,,,,,5 - Muito confortável,3,2,2,3,2,4,5 - Muito confortável,3,3,3,3 - Não sei dizer,Não,Entre 2 e 3 salários mínimos,,SR 4,De jeito nenhum,Não ciclista,FALSE
2024-08-15T12:31:22.219Z,Sabrina Farias,Rodoviária,26-30,Feminino,Branco (a),Fátima,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Uber moto,,Não gostaria,,,,,5 - Muito confortável,4,5 - Muito confortável,1 - Muito desconfortável,3,1 - Muito desconfortável,4,5 - Muito confortável,1 - Muito desconfortável,2,5 - Muito confortável,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 4,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T12:45:39.302Z,Daniel,Rodoviária,26-30,Masculino,Pardo (a),Barroso,,Trabalho fixo,,,,Utilizo raramente,,,,,,,,,,,,,Tenho medo de sofrer um acidente andando de bicicleta,Concordo parcialmente,Concordo,Concordo,Concordo,Discordo,Concordo parcialmente,Discordo,Concordo parcialmente,Discordo,Concordo,Concordo,Carona de carro,Ônibus Municipal ou Vans,Carro,,,,,4,4,3,1 - Muito desconfortável,3,1 - Muito desconfortável,2,2,1 - Muito desconfortável,2,5 - Muito confortável,3 - Não sei dizer,Não,Entre 1 e 2 salários mínimos,,SR 9,De jeito nenhum,Não ciclista,FALSE
2024-08-15T13:02:18.187Z,Sabrina Farias,Rodoviária,36-40,Feminino,Branco (a),Papicu,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Uma vez por semana,2 - Tenho medo,"Ciclovias e ciclofaixas mais seguras, Menos buracos nas ruas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Os carros e outros meios de transporte trafegassem/andassem mais devagar, Segurança pública (em relação a assaltos)",Não,"Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta.",Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Concordo totalmente,,,,,,,,,,,,,Ônibus Municipal ou Vans,,Uber carro,Sim,Discordo fortemente,Sim,Distância da viagem,5 - Muito confortável,3,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,3,5 - Muito confortável,5 - Concordo fortemente,Sim,Entre 1 e 2 salários mínimos,,SR 2,Entusiasmado e confiante,Ciclista,FALSE
2024-08-15T13:08:30.093Z,Sabrina Farias,Rodoviária,56-60,Feminino,Pardo (a),Demócrito Rocha,,Aposentado (a),,,,Não utilizo,,,,,,,,,,,,,"Não sei andar de bicicleta, Tenho medo de sofrer um acidente andando de bicicleta, Tenho medo de ser assaltado, Desrespeito dos motoristas e motociclistas com o ciclista",Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Ônibus Municipal ou Vans,,Não gostaria,Não se aplica,Não se aplica,Não sei,"Não sei andar de bicicleta, Tenho medo de sofrer um acidente andando de bicicleta, Tenho medo de ser assaltado andando de bicicleta",4,2,4,2,4,1 - Muito desconfortável,2,4,1 - Muito desconfortável,2,5 - Muito confortável,1 - Discordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 11,De jeito nenhum,Não ciclista,FALSE
2024-08-15T13:10:25.084Z,Daniel,Rodoviária,46-50,Feminino,Branco (a),Parquelândia,,Trabalho intermitente,,,,Não utilizo,,,,,,,,,,,,,Não sei andar de bicicleta,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Discordo,Uber carro,Carona de carro,Não gostaria,,,,,5 - Muito confortável,4,2,1 - Muito desconfortável,2,1 - Muito desconfortável,3,4,2,2,5 - Muito confortável,2 - Discordo,Não,Entre 2 e 3 salários mínimos,,SR 3,De jeito nenhum,Não ciclista,FALSE
2024-08-15T13:15:38.655Z,Sabrina Farias,Rodoviária,36-40,Feminino,Pardo (a),Fátima,,Trabalho fixo,,,,Utilizo raramente,,,,,,,,,,,,,Não tenho bicicleta,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Bicicleta,Não,Concordo fortemente,Sim,Não tenho bicicleta,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,4,5 - Muito confortável,1 - Muito desconfortável,3,4,5 - Concordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 4,Entusiasmado e confiante,Não ciclista,FALSE
2024-08-15T13:26:17.651Z,Sabrina Farias,Rodoviária,26-30,Masculino,Preto (a),Jardim Das Oliveiras,,Trabalho fixo,Estudo/Faculdade/Educação,,,Não utilizo,,,,,,,,,,,,,"Não tenho bicicleta, Tenho medo de ser assaltado, Não há ciclovias ou ciclofaixas no meu caminho, Desrespeito dos motoristas e motociclistas com o ciclista",Discordo totalmente,Concordo parcialmente,Concordo,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Ônibus Municipal ou Vans,,Motocicleta,Sim,Discordo fortemente,Sim,"Distância da viagem, Não tenho bicicleta",5 - Muito confortável,4,5 - Muito confortável,2,4,1 - Muito desconfortável,4,5 - Muito confortável,1 - Muito desconfortável,2,5 - Muito confortável,5 - Concordo fortemente,Não,Entre 1 e 2 salários mínimos,,,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T13:26:56.776Z,Daniel,Rodoviária,26-30,Masculino,Pardo (a),Jardim Cearense,,Trabalho fixo,,,,Utilizo raramente,,,,,,,,,,,,,"Tenho medo de ser assaltado, Meu local de trabalho/estudo/lazer/ outros é muito distante para ir de bicicleta, Não há ciclovias ou ciclofaixas no meu caminho",Concordo parcialmente,Concordo,Concordo,Concordo,Discordo,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo,Dirigindo carro,Dirigindo carro,Não gostaria,,,,,5 - Muito confortável,2,2,1 - Muito desconfortável,2,1 - Muito desconfortável,3,5 - Muito confortável,2,3,5 - Muito confortável,2 - Discordo,Sim,Entre 1 e 2 salários mínimos,,SR 10,"Interessado, mas preocupado",Não ciclista,TRUE
2024-08-15T13:34:36.950Z,Sabrina Farias,Rodoviária,46-50,Masculino,Pardo (a),Antônio Bezerra,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não gosto de andar de bicicleta,Discordo,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Concordo totalmente,Dirigindo carro,,Não gostaria,,,,,4,2,4,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,4,5 - Muito confortável,1 - Muito desconfortável,3,5 - Muito confortável,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,SR 3,Entusiasmado e confiante,Não ciclista,FALSE
2024-08-15T13:49:01.486Z,Daniel,Rodoviária,26-30,Masculino,Branco (a),Cambeba,,Trabalho fixo,,,,Utilizo raramente,,,,,,,,,,,,,Não sei andar de bicicleta,Concordo,Concordo,Concordo parcialmente,Concordo,Concordo parcialmente,Concordo parcialmente,Discordo,Concordo parcialmente,Concordo parcialmente,Concordo,Concordo,Dirigindo carro,Carona de carro,Não gostaria,,,,,5 - Muito confortável,3,3,1 - Muito desconfortável,2,1 - Muito desconfortável,3,5 - Muito confortável,3,3,5 - Muito confortável,3 - Não sei dizer,Não,Entre 1 e 2 salários mínimos,,SR 6,De jeito nenhum,Não ciclista,FALSE
2024-08-15T13:51:52.367Z,Daniel,Rodoviária,26-30,Masculino,Pardo (a),Jóquei Clube,,Trabalho intermitente,Trabalho intermitente,,,Utilizo sempre,5 ou mais vezes por semana,2 - Tenho medo,"Ciclovias e ciclofaixas mais seguras, Qualidade das ciclovias e ciclofaixas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Distância em relação aos carros, motos e outros meios, Local seguro para guardar a bicicleta, Segurança pública (em relação a assaltos)",Não,"É mais rápido, Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta.",Concordo parcialmente,Concordo,Concordo totalmente,Concordo parcialmente,Discordo,Concordo,Concordo,,,,,,,,,,,,,Dirigindo carro,Dirigindo carro,Bicicleta,,,,,5 - Muito confortável,4,3,1 - Muito desconfortável,3,3,2,4,1 - Muito desconfortável,1 - Muito desconfortável,4,4 - Concordo,Sim,Entre 3 e 4 salários mínimos,,SR 11,"Interessado, mas preocupado",Ciclista,FALSE
2024-08-15T15:20:58.097Z,Daniel,Shopping Jóquei,31-35,Masculino,Pardo (a),Jóquei Clube,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,"Meu local de trabalho/estudo/lazer/ outros é muito distante para ir de bicicleta,",Concordo,Discordo,Discordo,Discordo,Concordo,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Dirigindo carro,Dirigindo carro,Não gostaria,,,,,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,SR 11,Entusiasmado e confiante,Não ciclista,FALSE
2024-08-15T15:21:38.571001Z,Sabrina Farias,North Shopping Joquei,18 - 25,Feminino,Pardo (a),Genibaú,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Tenho medo de sofrer um acidente andando de bicicleta,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Ônibus Municipal ou Vans,,Motocicleta,Sim,Discordo fortemente,Sim,Tenho medo de sofrer um acidente andando de bicicleta,5 - Muito confortável,1 - Muito desconfortável,3,1 - Muito desconfortável,2,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 11,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T15:26:49.476Z,Daniel,Shopping jóquei,31-35,Masculino,Pardo (a),Monte Castelo,,Trabalho intermitente,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Concordo,Concordo,Concordo parcialmente,Discordo,Discordo,Concordo,Discordo,Concordo,Discordo,Concordo,Concordo,Motocicleta,Motocicleta,Não gostaria,,,,,5 - Muito confortável,3,4,1 - Muito desconfortável,4,2,4,5 - Muito confortável,2,2,4,5 - Concordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 3,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T15:28:54.158Z,Sabrina Farias,North Shopping Joquei,18 - 25,Feminino,Pardo (a),Conjunto Ceará I,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não sei andar de bicicleta,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Ônibus Municipal ou Vans,,Não gostaria,Sim,Discordo fortemente,Sim,Não sei andar de bicicleta,4,1 - Muito desconfortável,3,1 - Muito desconfortável,2,1 - Muito desconfortável,1 - Muito desconfortável,4,1 - Muito desconfortável,1 - Muito desconfortável,4,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,,De jeito nenhum,Não ciclista,FALSE
2024-08-15T15:31:31.326Z,Daniel,Shopping jóquei,26-30,Masculino,Preto (a),Canindezinho,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Concordo,Concordo parcialmente,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Concordo,Dirigindo carro,Uber moto,Bicicleta,,,,,5 - Muito confortável,1 - Muito desconfortável,3,2,2,2,3,4,1 - Muito desconfortável,3,3,4 - Concordo,Não,Entre 1 e 2 salários mínimos,,SR 10,"Interessado, mas preocupado",Não ciclista,FALSE
2024-08-15T15:35:01.145Z,Sabrina Farias,North Shopping Joquei,18 - 25,Masculino,Pardo (a),Presidente Kennedy,,Trabalho fixo,,,,Utilizo raramente,,,,,,,,,,,,,"Tenho medo de sofrer um acidente andando de bicicleta, Desrespeito dos motoristas e motociclistas com o ciclista",Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Uber moto,Ônibus Municipal ou Vans,Carro,,,,,5 - Muito confortável,4,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,4,5 - Muito confortável,5 - Muito confortável,4 - Concordo,Sim,Entre 2 e 3 salários mínimos,,SR 3,Entusiasmado e confiante,Não ciclista,FALSE
2024-08-15T15:36:46.912Z,Daniel,Shopping jóquei,18 - 25,Feminino,Pardo (a),Conjunto Ceará I,,Trabalho fixo,Estudo/Faculdade/Educação,,,Não utilizo,,,,,,,,,,,,,Não tenho bicicleta,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Motocicleta,Dirigindo carro,Não gostaria,,,,,5 - Muito confortável,3,2,3,3,3,4,3,1 - Muito desconfortável,4,4,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,,Entusiasmado e confiante,Não ciclista,FALSE
